id,run_id,symbol,direction,conviction,rationale,catalyst,horizon,created_at
11,2026-06-26T04:39:16.816824+00:00,ETH/USD,LONG,0.62,"ETH has declined 10.3% over 5 days and 11.4% over 10 days, creating potential oversold conditions. The severity of the drawdown relative to BTC (-6.4% 5d, -7.1% 10d) suggests ETH weakness may be sector-specific rather than broad crypto capitulation, positioning it for mean reversion if BTC stabilizes.",Technical bounce from support levels; potential recovery if BTC holds above 59K; positive Ethereum development announcements or macro risk-off stabilization,swing,2026-06-26T04:39:21.069563+00:00
12,2026-06-26T04:39:16.816824+00:00,BTC/USD,LONG,0.55,"BTC has declined 7.1% over 10 days but shows relative resilience versus ETH (smaller drawdown). Current price near session midpoint (59765/59846) suggests intraday stabilization. Modest conviction due to bearish momentum, but entry near support could offer acceptable risk/reward for swing recovery.",Macro liquidity events; technical support hold near 59.5K; positive regulatory or institutional flow signals,swing,2026-06-26T04:39:21.069563+00:00
13,2026-06-26T04:40:56.876957+00:00,ETH/USD,LONG,0.68,"ETH down 10.4% over 5d and 11.5% over 10d, creating oversold conditions. Larger magnitude drawdown vs BTC (-6.4% / -7.2%) suggests sector-wide capitulation with ETH bearing disproportionate selling pressure. Mean-reversion dynamics favor a bounce, particularly if BTC stabilizes.",Stabilization in Bitcoin strength or positive macro sentiment shift; technical bounce off support levels near current price.,swing,2026-06-26T04:41:01.119811+00:00
14,2026-06-26T04:40:56.876957+00:00,BTC/USD,LONG,0.55,"BTC has declined -7.2% over 10d but shows less severe weakness than ETH, suggesting relative strength. Current price near session highs (59855 live vs 59831 close) indicates intraday bid. However, 5d and 10d momentum remain negative, limiting upside conviction.",Break above recent resistance; stabilization of altcoin weakness relative to BTC could signal trend reversal.,swing,2026-06-26T04:41:01.119811+00:00
15,2026-06-26T04:52:07.271637+00:00,BTC/USD,LONG,0.72,"Extreme Fear (13/100) represents historical capitulation and contrarian long signal. -6.5% 5d decline indicates potential exhaustion. At these levels, risk/reward favors reversal. No bearish catalyst evident; technical oversold conditions typically precede relief rallies in macro downtrends.",Fear capitulation bounce; potential institutional accumulation at support; positive MACD divergence confirmation would strengthen,swing,2026-06-26T04:52:10.725691+00:00
16,2026-06-26T04:52:07.271637+00:00,ETH/USD,LONG,0.65,"Steeper 5d decline (-10.4%) vs BTC (-6.5%) suggests ETH oversold relative to BTC. Extreme Fear backdrop applies. ETH's higher volatility implies larger bounce potential. However, conviction lower than BTC due to lack of specific fundamental support or strong technical reversal confirmation data provided.",Fear index mean reversion; ETH underperformance vs BTC creates relative value setup; risk-on sentiment shift,swing,2026-06-26T04:52:10.725691+00:00
17,2026-06-26T04:52:26.585932+00:00,NFLX,LONG,0.72,"RSI(14) at 19.1 is deeply oversold (< 35 threshold), signaling mean reversion potential. 5d and 10d drawdowns of -8.4% and -12.8% respectively have created capitulation conditions. MACD histogram at -0.804 remains negative but magnitude is smallest among high-conviction shorts, suggesting momentum exhaustion. Recent news cycle includes contrarian 'buy' articles positioning NFLX as a bargain, which often precedes institutional accumulation.",Technical oversold reversal + capitulation-driven value recognition. Potential positive earnings whisper or subscriber guidance revision.,swing,2026-06-26T04:52:36.233949+00:00
18,2026-06-26T04:52:26.585932+00:00,AAPL,LONG,0.68,"RSI(14) at 32.3 is oversold, indicating strong mean-reversion setup. Today's -5.74% drop has been aggressive and price (275.15) now sits below VWAP (277.44), suggesting overshoot. MACD histogram at -2.787 is negative but the magnitude of today's selloff creates a technical bounce opportunity. Extreme fear environment (13/100) typically precedes relief rallies in mega-cap names.",Oversold technical bounce. News catalyst unclear but single-day washout in market-cap leader often attracts tactical longs.,intraday,2026-06-26T04:52:36.233949+00:00
19,2026-06-26T04:52:26.585932+00:00,SPY,SHORT,0.65,"RSI(14) at 46.5 is neutral-to-weak, not yet extended. MACD histogram at -2.527 is negative and deteriorating. Fed hawkish signals (Warsh debut, 'second-round effects' warning) create headwind for equity multiples. 5d drawdown of -1.7% shows momentum loss. Crypto Fear & Greed at 13/100 (extreme fear) typically precedes further equity liquidation as risk-off sentiment persists. Price near VWAP (734.30 vs 733.75) offers poor risk/reward for longs.",Hawkish Fed rhetoric + persistent macro uncertainty. Potential break below 730 support could accelerate selling.,swing,2026-06-26T04:52:36.233949+00:00
20,2026-06-26T04:52:26.585932+00:00,QQQ,SHORT,0.58,"RSI(14) at 49.9 is borderline neutral but QQQ's 5d decline of -3.3% (sharper than SPY's -1.7%) signals tech sector weakness. MACD histogram at -3.458 is the most negative among all symbols, indicating deteriorating tech momentum. Today's +0.61% bounce is insufficient recovery against broader selloff. Micron rally (cited in news) is isolated; broader AI/chip capex narrative now questioned. Extreme fear environment pressures high-beta tech.",Tech-specific momentum breakdown + AI capex cycle doubt. Risk-off continuation favors QQQ underperformance.,swing,2026-06-26T04:52:36.233949+00:00
21,2026-06-26T04:53:05.597762+00:00,BTC/USD,LONG,0.72,"Extreme Fear (13/100) represents historically contrarian long signal with capitulation characteristics. 5d/-10d decline (-6.4%/-7.2%) suggests momentum exhaustion. RSI likely oversold (<35) at current price levels. Fear index at this level typically precedes relief rallies. Bid-ask spread tight (59786-59856), indicating liquidity for entry.",Potential sentiment floor and mean-reversion bounce; institutional accumulation at extreme fear levels; technical relief rally probability high,swing,2026-06-26T04:53:10.113427+00:00
22,2026-06-26T04:53:05.597762+00:00,ETH/USD,LONG,0.68,"Steeper drawdown than BTC (-10.4% 5d vs -6.4%) suggests ETH oversold relative to flagship. Extreme Fear index applies to entire crypto complex; ETH typically leads recovery post-capitulation. Current 1547.12 likely represents technical support zone. Bid-ask tight (1546.4-1547.85), suggesting institutional positioning.",Relative strength recovery post-extreme fear; altcoin rebalancing vs BTC; technical bounces typically sharper in ETH during sentiment reversals,swing,2026-06-26T04:53:10.113427+00:00
23,2026-06-26T05:53:14.569950+00:00,BTC/USD,LONG,0.68,Extreme Fear index (13/100) represents historical capitulation territory with strong contrarian long signal. 5d/-10d declines (-6.5%/-7.2%) suggest oversold conditions. Price near support around 59750 bid. Fear this extreme often precedes relief bounces; risk/reward favorable for swing recovery.,Capitulation washout + potential short covering; extreme sentiment mean-reversion,swing,2026-06-26T05:53:20.090796+00:00
24,2026-06-26T05:53:14.569950+00:00,ETH/USD,LONG,0.58,Steeper 5d/10d decline (-10.1%/-11.2%) vs BTC shows relative weakness but also deeper oversold potential. Extreme Fear backdrop applies. ETH typically bounces harder in contrarian rallies due to higher beta. Current price 1552.68 near bid support suggests limited downside; recovery catalyst present.,Fear-driven capitulation in alts; mean-reversion bounce expected before next trend leg,swing,2026-06-26T05:53:20.090796+00:00
25,2026-06-26T06:53:21.296805+00:00,BTC/USD,LONG,0.72,Extreme Fear (13/100) represents historically significant capitulation signal. BTC down 5.9% (5d) and 6.7% (10d) suggests oversold conditions likely approaching support. Fear at this level often precedes reversals. Price structure near 60147 offers defined risk for mean reversion trade.,Fear & Greed index reversal; potential institutional accumulation at capitulation lows; technical support test,swing,2026-06-26T06:53:26.606136+00:00
26,2026-06-26T06:53:21.296805+00:00,ETH/USD,LONG,0.68,"ETH showing sharper drawdown (-9.3% 5d, -10.4% 10d) vs BTC, indicating oversold relative weakness. At 1566.22, ETH typically mean-reverts faster during fear cycles. Extreme Fear environment + deeper ETH correction = higher probability bounce. Lower absolute price makes recovery more achievable.",Capitulation in alt-risk assets; Fear & Greed extreme reading; potential BTC stabilization lifting alts,swing,2026-06-26T06:53:26.606136+00:00
27,2026-06-26T07:53:28.094582+00:00,BTC/USD,LONG,0.68,"Extreme Fear (13/100) is historically a contrarian long signal indicating capitulation. BTC down 5.4% (5d) and 6.2% (10d) suggests weak hands liquidating. Price near support around 60,400 with tight bid-ask spread (60,422/60,489) indicates liquidity. Oversold conditions typical of reversal setups.",Capitulation reversal; potential institutional accumulation during fear extremes; technical bounce from support,swing,2026-06-26T07:53:33.281906+00:00
28,2026-06-26T07:53:28.094582+00:00,ETH/USD,LONG,0.62,"ETH showing larger drawdown (-8.6% 5d, -9.7% 10d) vs BTC, suggesting relative weakness but deeper oversold conditions. Fear index at 13 provides contrarian signal. Tighter bid-ask (1577.4/1579.161) reflects lower volatility panic. Relative underperformance may present mean-reversion opportunity as fear subsides.",Extreme fear mean reversion; ETH underperformance recovery; potential altcoin bounce,swing,2026-06-26T07:53:33.281906+00:00
29,2026-06-26T10:22:09.376345+00:00,NFLX,LONG,0.72,"RSI at 19.1 is deeply oversold (< 35 threshold), indicating capitulation. Price 0.59% below VWAP suggests technical bounce setup. Recent news frames stock as 'finally a buy' near 52-week lows. MACD histogram still negative but stabilizing at -0.804 (least negative of all names). Extreme Fear environment (13/100) often precedes mean reversion in growth names.",Technical bounce off oversold conditions; potential oversold cover buying; positive sentiment shift in growth narratives,swing,2026-06-26T10:22:17.880004+00:00
30,2026-06-26T10:22:09.376345+00:00,AAPL,SHORT,0.68,"RSI at 32.3 is oversold but falling steadily (technical weakness despite oversold label). MACD histogram at -2.787 is most negative among all symbols, signaling strong bearish momentum. 5-day and 10-day declines of -7.7% and -6.9% exceed SPY/broad market weakness, indicating sector/name-specific deterioration. News directly questions AI capex trade—core AAPL thesis. Price below VWAP with no recovery 5m trend reversal yet.",Continued AI spending skepticism; potential further sector rotation away from mega-cap tech; MACD divergence extending,swing,2026-06-26T10:22:17.880004+00:00
31,2026-06-26T10:22:09.376345+00:00,SPY,LONG,0.58,"RSI at 46.5 is neutral-to-slightly-weak (midpoint), not oversold. MACD histogram at -2.527 is negative but moderate. Price only 0.66% below VWAP suggests support nearby. Extreme Fear (13/100) is a classic contrarian buy signal for broad equities. Fed holding rates and Warsh narrative may stabilize near-term volatility. However, 5-day weakness (-1.7%) and mixed technicals prevent higher conviction.",Contrarian Fear & Greed extreme; technical support at VWAP; Fed messaging clarity reducing tail risk,swing,2026-06-26T10:22:17.880004+00:00
32,2026-06-27T07:30:44.280154+00:00,BTC/USD,LONG,0.68,Extreme Fear (15/100) historically marks capitulation lows and contrarian long entry points. BTC down only -3.7% over 5d suggests stabilization despite bearish sentiment. Oversold conditions (implied RSI likely <35 given -4.1% 10d decline and fear index) typically precede mean-reversion rallies. Price holding above 60293 bid support indicates institutional buying interest.,Fear-driven capitulation reversal; potential short-squeeze as leveraged longs capitulate; technical bounce from oversold RSI,swing,2026-06-27T07:30:51.750071+00:00
33,2026-06-27T07:30:44.280154+00:00,ETH/USD,LONG,0.62,"ETH down -5.1% (5d) and -7.5% (10d) — steeper decline than BTC suggests relative weakness but also deeper oversold condition (RSI likely <30). Extreme Fear backdrop applies equally. ETH typically leads on liquidation cascades; sharp decline + fear index suggests panic selling likely exhausted. Bid/ask spread tight (1580.1/1580.88), indicating liquid entry.","Oversold mean-reversion; liquidation flush catalyst exhausted; fear capitulation in alts typically sharper, faster recovery",swing,2026-06-27T07:30:51.750071+00:00
34,2026-06-27T10:46:13.402345+00:00,BTC/USD,LONG,0.72,"Extreme Fear (15/100) represents historically contrarian capitulation signal. BTC 5d/10d declines (-3.7%/-4.1%) with potential oversold conditions suggest capitulation bottom forming. Fear-Greed extreme readings typically precede reversals; combined with modest recent drawdown, risk/reward favors long entry.",Fear index mean reversion; technical stabilization around 60300 support; potential institutional accumulation during panic,swing,2026-06-27T10:46:18.654467+00:00
35,2026-06-27T10:46:13.402345+00:00,ETH/USD,LONG,0.68,"ETH showing deeper weakness than BTC (-5.1% 5d/-7.5% 10d), suggesting possible capitulation in altcoin weakness. Extreme Fear environment typically rewards contrarian long positioning. Larger drawdown vs BTC indicates potential oversold state with higher reversal probability on mean-reversion bounce.",Altcoin capitulation reversal; Fear index mean-reversion; relative underperformance vs BTC suggests opportunity,swing,2026-06-27T10:46:18.654467+00:00
36,2026-06-27T13:24:46.288659+00:00,BTC/USD,LONG,0.68,"Extreme Fear index (15/100) represents historically reliable contrarian signal. BTC 10-day decline (-4.0%) suggests capitulation phase. Price near bid support (60337), positioning for mean-reversion bounce. Oversold conditions typically precede relief rallies in crypto volatility regimes.",Capitulation reversal; technical bounce off support; Fear & Greed mean-reversion,swing,2026-06-27T13:24:51.291650+00:00
37,2026-06-27T13:24:46.288659+00:00,ETH/USD,LONG,0.62,"ETH -7.3% over 10 days indicates deeper oversold condition than BTC, amplifying contrarian long signal. Extreme Fear regime supports capitulation thesis. Steeper drawdown suggests greater reversion potential on relief rally. Bid-ask spread tight (1583–1585), indicating reasonable liquidity for entry.",Oversold technical reversal; extreme sentiment floor; potential altcoin outperformance on BTC stabilization,swing,2026-06-27T13:24:51.291650+00:00
38,2026-06-27T17:24:24.481498+00:00,BTC/USD,LONG,0.72,"Extreme Fear (15/100) represents historically contrarian capitulation signal. BTC down only -3.4% over 5d suggests relative stability vs. broader panic. Price near 60.5k support with tight bid/ask spread (49.75 point range) indicates institutional accumulation during fear. RSI likely in oversold territory (<35) at these levels, signaling reversal bias.",Capitulation exhaustion; potential fear-to-greed reversal cycle typical of prior bear bottoms,swing,2026-06-27T17:24:30.342669+00:00
39,2026-06-27T17:24:24.481498+00:00,ETH/USD,LONG,0.61,"ETH down -4.4% (5d) and -6.8% (10d) suggests deeper weakness than BTC, supporting extreme fear index validity. However, at 1593 support level with tight bid/ask (1.967 spread), ETH exhibits accumulation behavior. Altcoin liquidations in panic typically precede institutional ETH re-entry. Moderate conviction reflects higher volatility vs. BTC but same capitulation thesis applies.",Fear capitulation spillover; relative underperformance vs BTC creates mean-reversion opportunity,swing,2026-06-27T17:24:30.342669+00:00
40,2026-06-27T17:25:09.040647+00:00,BTC/USD,LONG,0.72,"Extreme Fear (15/100) represents historically contrarian capitulation signal. BTC at 60504 shows -3.4% (5d) and -3.8% (10d) weakness, suggesting oversold conditions. At these levels, fear-driven selling typically exhausts, creating bounce opportunity. Risk/reward favorable for mean reversion trade.",Capitulation bottom formation; potential short covering rally; fear index mean reversion,swing,2026-06-27T17:25:13.657356+00:00
41,2026-06-27T17:25:09.040647+00:00,ETH/USD,LONG,0.65,"ETH at 1593.82 exhibits steeper 10d decline (-6.8%) vs. BTC (-3.8%), indicating relative weakness and potential capitulation. Extreme Fear environment supports contrarian long. ETH often leads volatility recovery in risk-on reversals. Moderate conviction due to lack of positive technicals confirmation data (RSI, MACD not provided), but macro fear signal strong.",Extreme Fear mean reversion; ETH volatility recovery potential; sector-wide bounce,swing,2026-06-27T17:25:13.657356+00:00
42,2026-06-27T17:39:32.237060+00:00,BTC/USD,LONG,0.72,Extreme Fear (15/100) is historically a contrarian long signal indicating capitulation. BTC down only -3.4% over 5d suggests stabilization rather than free-fall. Oversold conditions (implied RSI <35 from fear extreme) paired with mild drawdown create asymmetric risk/reward. Bid-ask spread tight ($74.316) indicates healthy liquidity for entry.,Capitulation exhaustion; potential mean-reversion bounce or stabilization confirmation,swing,2026-06-27T17:39:41.012688+00:00
43,2026-06-27T17:39:32.237060+00:00,ETH/USD,LONG,0.58,"ETH down -6.8% over 10d (deeper than BTC) signals relative weakness, but extreme fear environment suggests oversold bounce potential. Steeper decline vs. BTC indicates ETH may have capitulated harder, increasing mean-reversion probability. Tight bid-ask (1.32) supports entry execution.",Oversold technical bounce within fear-driven sell-off; potential correlation recovery vs. BTC,swing,2026-06-27T17:39:41.012688+00:00
44,2026-06-27T18:01:35.547482+00:00,BTC/USD,LONG,0.72,"Extreme Fear (15/100) represents historical capitulation zone with strong contrarian signal. 5d/-3.6% and 10d/-3.9% drawdowns have compressed volatility into oversold territory. Fear index at this level historically precedes 3-7 day relief rallies. Price structure near 60,334 bid suggests institutional support testing. Technicals likely show RSI approaching or below 35 (oversold), setting up mean-reversion bias.",Fear capitulation reversal; potential relief bounce from extreme sentiment; institutional bid support at current levels,swing,2026-06-27T18:01:41.847809+00:00
45,2026-06-27T18:01:35.547482+00:00,ETH/USD,LONG,0.68,"Steeper 10d decline (-7.1% vs BTC -3.9%) indicates ETH relative weakness, but also deeper oversold condition. Extreme Fear environment applies equally; ETH typically leads recoveries off fear bottoms due to higher beta. 1586.4 bid/ask spread tight, suggesting liquidity. At this conviction level, ETH carries higher risk-reward than BTC but follows similar capitulation setup.",Fear index mean-reversion; relative strength recovery vs BTC; same capitulation bottom signals as BTC,swing,2026-06-27T18:01:41.847809+00:00
46,2026-06-27T18:08:42.792611+00:00,BTC/USD,LONG,0.68,Extreme Fear (15/100) is historically contrarian long signal. BTC down only 3.6% over 5d suggests stabilization after selloff. Oversold conditions typical of capitulation bottoms. Bid/ask spread tight (54.766) indicates healthy liquidity for entry.,Fear index mean reversion; potential institutional accumulation at support; technical bounce from oversold RSI territory expected,swing,2026-06-27T18:08:47.012656+00:00
47,2026-06-27T18:08:42.792611+00:00,ETH/USD,LONG,0.55,"Larger 10d drawdown (-7.1%) vs BTC (-3.9%) suggests ETH underperformance capitulation. Extreme Fear environment rewards contrarian positioning. At current levels, risk/reward asymmetric for bounce. Moderate conviction due to lack of clear positive momentum catalyst beyond sentiment reversal.",Fear index compression; altcoin recovery typically leads BTC in bounces; technical support level test,swing,2026-06-27T18:08:47.012656+00:00
48,2026-06-27T19:01:46.240713+00:00,BTC/USD,LONG,0.68,"Extreme Fear (15/100) historically marks capitulation phases and contrarian long opportunities. BTC down only -3.5% over 5d suggests stabilization rather than panic selling. RSI likely oversold (<35) at these levels. Price structure shows consolidation above key support, indicating institutional accumulation into weakness.",Fear capitulation reversal; potential relief rally as panic sellers exhaust; technical bounce from oversold conditions,swing,2026-06-27T19:01:52.564308+00:00
49,2026-06-27T19:01:46.240713+00:00,ETH/USD,LONG,0.62,"ETH down -4.5% (5d) and -6.9% (10d) shows deeper weakness than BTC, indicating oversold conditions are more pronounced. Extreme Fear regime supports mean-reversion trade. Bid/ask spread tight, suggesting liquidity exists for entry. If BTC stabilizes, ETH typically rebounds with higher beta.",Fear-driven capitulation; outperformance catch-up to BTC on relief rally; technical oversold bounce,swing,2026-06-27T19:01:52.564308+00:00
50,2026-06-27T20:01:53.978258+00:00,BTC/USD,LONG,0.72,"Extreme Fear (15/100) is a historically contrarian long signal at market extremes. BTC down only -4.0% over 5d and -4.4% over 10d suggests controlled decline rather than capitulation. RSI likely oversold (<35) at these levels. Bid/ask spread tight (75 bps), indicating institutional liquidity present. Fear index at extreme lows typically precedes reversal rallies.",Capitulation bottom formation; potential short covering bounce; macro risk-off exhaustion,swing,2026-06-27T20:01:59.514821+00:00
51,2026-06-27T20:01:53.978258+00:00,ETH/USD,LONG,0.68,"ETH down -5.4% (5d) and -7.8% (10d) shows sharper weakness vs BTC, typical of risk-off environment. However, extreme fear regime + larger drawdown suggests potential mean reversion candidate. Bid/ask spread minimal (0.9 bps), good liquidity. If BTC reverses, ETH typically leads alt recovery in fear exhaustion scenarios. RSI likely deeply oversold.",Risk sentiment reversal; alt recovery underperformance catch-up; Fear & Greed extreme reversal,swing,2026-06-27T20:01:59.514821+00:00
52,2026-06-27T21:02:00.908318+00:00,BTC/USD,LONG,0.68,"Extreme Fear (15/100) represents historical capitulation zone with strong contrarian long signal. -3.8% 5d drawdown shows localized weakness but insufficient for trend reversal confirmation. Price near support at 60208 bid. Fear extreme typically precedes relief bounces; RSI likely oversold (<35 territory). MACD would need histogram inflection to confirm momentum shift, but sentiment backdrop provides asymmetric risk/reward for long entry.",Sentiment mean reversion; potential liquidation cascade reversal; macro risk-off stabilization,swing,2026-06-27T21:02:10.133423+00:00
53,2026-06-27T21:02:00.908318+00:00,ETH/USD,LONG,0.62,"Sharper drawdown vs BTC (-5.1% 5d, -7.6% 10d) suggests ETH underperformance and potential capitulation. Extreme Fear context applies identically; alt-season reversal often correlates with BTC recovery + fear recession. Price 1579.6 bid near support. Weaker absolute performance vs BTC may indicate overselling ripe for mean reversion, though momentum confirmation required.",Altcoin capitulation reversal; correlation trade with BTC recovery; liquidation cascade stabilization,swing,2026-06-27T21:02:10.133423+00:00
54,2026-06-27T22:02:11.551617+00:00,BTC/USD,LONG,0.72,"Extreme Fear (15/100) represents historically significant capitulation territory. Bitcoin down only 4.1% over 5d suggests price stabilization despite sentiment panic. Oversold conditions (implied RSI <35 based on fear index) create asymmetric risk/reward. Fear-driven selling often exhausts retail capitulation, preceding relief rallies.",Capitulation reversal; institutional accumulation at fear extremes; technical bounce from support near 60k,swing,2026-06-27T22:02:17.144698+00:00
55,2026-06-27T22:02:11.551617+00:00,ETH/USD,LONG,0.68,Ethereum's 5.6% decline (vs. BTC's 4.1%) signals relative weakness but same extreme fear backdrop applies. ETH typically exhibits greater volatility and oversold characteristics in panic phases. Deeper drawdown (-8.0% 10d) suggests capitulation may be reaching extremes. Contrarian long setup at fear extremes with higher upside volatility potential.,Capitulation reversal; relative underperformance recovery; extreme fear mean reversion,swing,2026-06-27T22:02:17.144698+00:00
56,2026-06-27T23:02:18.584169+00:00,BTC/USD,LONG,0.72,"Extreme Fear (15/100) represents historical capitulation zone with strong contrarian long bias. 5-10d decline (-4.0% to -4.4%) suggests institutional accumulation window. While no real-time RSI/MACD provided, Fear index at 15 indicates oversold sentiment extremes. Price near recent support levels (60,122 bid) with asymmetric risk/reward favoring upside reversal.",Potential fear-to-greed mean reversion; institutional buyers typically accumulate at 10-20 Fear Index levels,swing,2026-06-27T23:02:25.327581+00:00
57,2026-06-27T23:02:18.584169+00:00,ETH/USD,LONG,0.68,Larger 10d decline (-7.7%) vs BTC suggests ETH weakness presents relative value opportunity within broader capitulation. Extreme Fear regime supports contrarian long. ETH/BTC ratio likely stretched; ETH typically outperforms on fear-to-greed recovery. Bid/ask spread tight (1576.89/1578.2) indicates liquid entry conditions.,Altcoin rotation into risk-on environment as Fear Index normalizes; historical correlation suggest ETH rebounds harder than BTC from extreme lows,swing,2026-06-27T23:02:25.327581+00:00
58,2026-06-28T00:02:26.706552+00:00,BTC/USD,LONG,0.72,Extreme Fear (18/100) is historically a contrarian long signal indicating capitulation. BTC at 59999.65 with -5.5% 10-day decline suggests oversold conditions. Price near psychological 60k level with tight bid-ask spread (59927.66/59993.4) indicates consolidation before potential reversal. Extreme fear typically precedes relief rallies when panic selling exhausts.,Capitulation bottom formation; potential mean reversion from oversold extreme; relief rally off psychological support,swing,2026-06-28T00:02:32.634390+00:00
59,2026-06-28T00:02:26.706552+00:00,ETH/USD,LONG,0.68,ETH at 1572.00 with sharper -8.1% 10-day drawdown than BTC indicates relative weakness but also deeper oversold territory. Fear & Greed at 18 applies equally; ETH often exhibits larger percentage swings on capitulation. Tight bid-ask (1570.63/1572.76) shows liquidity concentration. Secondary asset bounce typically follows BTC capitulation relief.,Sympathy bounce from BTC recovery; heightened oversold conditions creating reversion opportunity; fear capitulation relief,swing,2026-06-28T00:02:32.634390+00:00
60,2026-06-28T01:02:33.842774+00:00,BTC/USD,LONG,0.68,"Extreme Fear (18/100) is a historically contrarian long signal indicating potential capitulation. 10-day drawdown of -5.4% has pushed sentiment to panic levels. Price near support at 60033 bid level. While momentum remains weak (no MACD confirmation visible in 10d window), the fear extreme + technical support creates asymmetric risk/reward for swing entry.",Fear gauge mean-reversion; potential forced liquidation capitulation bounce; institutional accumulation at depressed valuations,swing,2026-06-28T01:02:39.877291+00:00
61,2026-06-28T01:02:33.842774+00:00,ETH/USD,LONG,0.58,"Steeper drawdown (-8.0% in 10d) than BTC suggests ETH has suffered more, pushing it into deeper oversold territory relative to its baseline. Tight bid/ask (1571.922/1573) indicates liquidity at these levels. Extreme Fear context applies here too, though conviction is lower than BTC due to lack of visible technical confirmation and weaker recent support signals.",Proportionally deeper capitulation in alt-exposure; potential reversion to BTC correlation post-fear cycle; liquidity cluster at bid,swing,2026-06-28T01:02:39.877291+00:00
62,2026-06-28T02:02:40.918693+00:00,BTC/USD,LONG,0.72,"Extreme Fear (18/100) represents historically reliable contrarian long signal. BTC down only 1.3% over 5d despite 10d decline of 5.3%, suggesting stabilization and potential capitulation bottom. Price near 60,127 bid provides defined risk entry. Oversold conditions typical before reversal in fear-driven selloffs.",Capitulation exhaustion; potential institutional accumulation; mean reversion from extreme fear regime,swing,2026-06-28T02:02:46.951708+00:00
